SA_MAX 1,2,3,4,2,2,2,2,2,1,2,2,1,2,2,1,4,1,1,2,3,2,2,2,2,0,0,1,1,2,2
SA_MAX 5,1,1,1,0,1,2,1,1,2,2,2,1,4,0,1,1,0,1,2,1,1,1,1,3,3,0,2,1,1,1
SA_MAX 10,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
