250,1,500000,144.0,0.0001,1,$T_i =  T_0 \left( \frac{T_N}{T_0}  \right) ^\frac{i}{N}$,1.7,0.6904105059069326,0
250,5,500000,151.0,0.0001,1,$T_i =  T_0 \left( \frac{T_N}{T_0}  \right) ^\frac{i}{N}$,0.9333333333333333,0.7717224601860151,0
250,10,500000,145.0,0.0001,1,$T_i =  T_0 \left( \frac{T_N}{T_0}  \right) ^\frac{i}{N}$, ,0
20,1,1000,15.0,20,1,$T_i =  T_0 \left( \frac{T_N}{T_0}  \right) ^\frac{i}{N}$,2.6,0.7571877794400365,1
20,1,1000,17.0,5,1,$T_i =  T_0 \left( \frac{T_N}{T_0}  \right) ^\frac{i}{N}$,2.2666666666666666,0.6289320754704404,1
